Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Medalla
Asia Wine Trophy 2013,Montefrío Tinto,2012,Félix Solís Avantis,España,Kastilien-La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,12,5,3,0,"4,99",Gold
Asia Wine Trophy 2013,Faustino Rivero Ulecia Reserva,2009,"Hacienda y Vinedos Marques del Atrio, S.L.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Garnacha",13,"5,3","1,8",70,"4,99",Gold
Asia Wine Trophy 2013,Faustino Rivero Ulecia Reserva,2008,"Hacienda y Vinedos Marques del Atrio, S.L.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Garnacha",13,"5,3","1,8",71,"4,99",Gold
Asia Wine Trophy 2013,Señorío de Prayla Reserva,2008,"Hacienda y Vinedos Marques del Atrio, S.L.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Garnacha",13,"5,3","1,8",71,"4,99",Gold
Asia Wine Trophy 2013,Leonidas Barbera d'Asti,2012,Schlumberger Vertriebsgesellschaft mbH & Co KG,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Barbera,"12,5","5,2","2,8",90,"5,99",Gold
Asia Wine Trophy 2013,Rosemount Diamond Label Blends Shiraz-Cabernet,2012,Schlumberger Vertriebsgesellschaft mbH & Co KG,Australia,k.A.,Vino tranquilo,Seco,tanque de acero,tinto,"Shiraz, Cabernet Sauvignon","13,5","6,2","5,8",0,"9,9",Gold
Asia Wine Trophy 2013,Clemente VII Chianti Classico,2010,Schlumberger Vertriebsgesellschaft mbH & Co KG,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Sangiovese,14,"5,3","1,7",142,"12,99",Gold
Asia Wine Trophy 2013,Epulum,2011,"Bodegas Olarra, S.A.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Graciano, Tempranillo, Garnacha","13,5","5,5",2,140,"4,9",Gold
Asia Wine Trophy 2013,Epulum,2012,"Bodegas Olarra, S.A.",España,La Rioja,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"13,5","5,5",2,120,"3,9",Silver
Asia Wine Trophy 2013,Incanto Montepulciano d´Abruzzo,2010,Azienda Marramiero SRL,Italia,Rosciano,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,14,"5,6",3,0,11,Gold
Asia Wine Trophy 2013,Secco Bertani Original Vintage Edition IGT Verona,2010,Angelini Wines & Estates Società Agricola a r.l.,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Syrah, Corvina, Sangiovese","13,5","5,6",5,0,12,Gold
Asia Wine Trophy 2013,Valpolicella Ripasso Bertani DOC,2011,Angelini Wines & Estates Società Agricola a r.l.,Italia,Valle d´Aosta - Aostatal,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Corvina, Merlot","13,5","5,5",6,0,15,Gold
Asia Wine Trophy 2013,Black Tower Dornfelder Pinot Noir,2012,Reh Kendermann GmbH Weinkellerei,Alemania,Pfalz,Vino tranquilo,Semi seco,tanque de acero,tinto,"Dornfelder, Spätburgunder",12,"4,7","11,5",164,"3,99",Gold
Asia Wine Trophy 2013,"Jaboulet Secret de Famille Côtes du Rhône A.C., Rouge",2010,Paul Jaboulet Aîné,Francia,Rhône,Vino tranquilo,Seco,tanque de acero,tinto,"Grenache, Syrah",14,"5,28","0,8",0,"9,5",Gold
Asia Wine Trophy 2013,Les Jamelles Réserve Personnelle Merlot,2011,Badet Clement,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,5","4,8",5,1,"6,9",Gold
Asia Wine Trophy 2013,"Rothschild Merlot Pays d'Oc, Dom.Barons de Rothschild (Lafite)",2011,Domaine d'Aussières,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,7","5,13","0,9",1,"8,9",Silver
Asia Wine Trophy 2013,Zar Simeon Royal Héritage,2011,"Vinarsko Imenie ""Santa Sarah""",Bulgária,,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Merlot","14,5",5,"2,2",0,"9,9",Gold
Asia Wine Trophy 2013,Montecampo Ripasso Valpolicella,2010,Casa Vinicola Zonin,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Rondinella, Corvina, Molinara",14,0,0,1,"12,9",Gold
Asia Wine Trophy 2013,Cuvée Prestige Merlot,2012,Vignerons Ardéchois,Francia,South West France,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,5","4,3",4,0,"6,9",Gold
Asia Wine Trophy 2013,Hoya de los Lobos Roble Ribera del Duero D.O,2012,Hawesko,España,Ribera del Duero,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tinto Fino,14,"4,88","1,58",52,"9,9",Gold
Asia Wine Trophy 2013,Corte Mayor Reserva Rioja D.O.Ca. Baron de Ley,2008,Hawesko,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","4,96","1,5",79,"12,9",Silver
Asia Wine Trophy 2013,Shingleback,2011,Shingleback Wine,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"14,7",7,"2,1",104,30,Gold
Asia Wine Trophy 2013,Fonte do Beco,2011,DFJ Vinhos,Portugal,Península de Setúbal,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Castelão,14,"5,25","6,4",99,"6,95",Gold
Asia Wine Trophy 2013,Pedras do Monte,2010,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Tinta Roriz",13,"5,7","7,1",134,"6,95",Gold
Asia Wine Trophy 2013,Portada Winemakers Selection,2011,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Seco,tanque de acero,tinto,"Tinta Roriz, Alicante Bouschet, Touriga Nacional, Cabernet Sauvignon, Pinot Noir, Castelão, Caladoc","12,5","5,48","14,3",109,"5,95",Gold
Asia Wine Trophy 2013,Alta Corte,2010,DFJ Vinhos,Portugal,Lisboa,Vino tranquilo,Seco,tanque de acero,tinto,"Caladoc, Tinta Roriz",13,"5,7","14,4",109,"5,95",Gold
Asia Wine Trophy 2013,"""Goccianuda"""" Vino Senza Solfiti Agguinti""""""",2012,Cummo Casa Vinicola Sicania,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,Nero d´Avola,13,"6,8",3,"0,08","7,5",Silver
Asia Wine Trophy 2013,St. Laurent,2011,Weingut Fischborn Bergeshof,Alemania,Rheinhessen,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Sankt Laurent,"13,5","5,2","2,5",104,"6,1",Gold
Asia Wine Trophy 2013,Finca de la Vega Tempranillo,2012,Spanish Fine Wines,España,Kastilien-La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,14,"3,2","1,93","0,64","3,99",Silver
Asia Wine Trophy 2013,Rivarey,2009,La Francaise d'Exportation,España,La Rioja,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"13,05","0,11","1,5",66,No especificado,Gold
Asia Wine Trophy 2013,Château Malbec,2008,La Francaise d'Exportation,Francia,Bordeaux,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Franc, Malbec, Merlot, Cabernet Sauvignon","14,5","3,5","1,9",0,"8,95",Silver
Asia Wine Trophy 2013,Illuminati,2012,La Francaise d'Exportation,Italia,Abruzzo,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Montepulciano,13,"3,44","2,8",0,No especificado,Silver
Asia Wine Trophy 2013,Château Tour Musset,2012,La Francaise d'Exportation,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","13,24","2,8","1,5",72,No especificado,Gold
Asia Wine Trophy 2013,"""Binzener Sonnhohle, Mercanoir""""""""""",2009,Weingut Frick,Alemania,Baden,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Pinot Noir, Merlot, Cabernet Sauvignon","13,5","5,7",1,122,11,Silver
Asia Wine Trophy 2013,Al Dente Pinot Noir,2012,Mack & Schühle International,Italia,Veneto,Vino tranquilo,Semi seco,tanque de acero,tinto,Pinot Noir,12,0,9,0,No especificado,Gold
Asia Wine Trophy 2013,Ca' dei Lupi Aglianico,2012,Mack & Schühle International,Italia,k.A,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Aglianico,"13,5",0,5,0,No especificado,Gold
Asia Wine Trophy 2013,LUNA ARGENTA NEGROAMARO PRIMITIVO PUGLIA,2012,Mack & Schühle International,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,"Negroamaro, Primitivo","14,5",0,"14,6",0,No especificado,Gold
Asia Wine Trophy 2013,PODERI DAL NESPOLI ROSSO FORLI - BORGO DEI GUIDI,2009,Mack & Schühle International,Italia,Emilia-Romagna,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Sangiovese, Cabernet Sauvignon","13,5",0,"5,35",0,No especificado,Gold
Asia Wine Trophy 2013,Rasgon Tempranillo,2012,Mack & Schühle International,España,Castilla,Vino tranquilo,Semi seco,tanque de acero,tinto,Tempranillo,13,0,"11,3",0,No especificado,Silver
Asia Wine Trophy 2013,Bodegas Rasgón VIVAZ Tempranillo,2012,Mack & Schühle International,España,Castilla La Mancha,Vino tranquilo,Semi seco,tanque de acero,tinto,Tempranillo,12,0,12,0,No especificado,Gold
Asia Wine Trophy 2013,Muratie Estate Shiraz,2008,Mack & Schühle International,Sudáfrica,Stellenbosch,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"13,5",0,"0,5",0,No especificado,Silver
Asia Wine Trophy 2013,Muratie Estate Ronnie Melck Shiraz Family Sel,2008,Mack & Schühle International,Sudáfrica,Stellenbosch,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Shiraz,"14,5",0,"4,2",0,No especificado,Silver
Asia Wine Trophy 2013,Muratie Estate Ansela van de Caap,2009,Mack & Schühle International,Sudáfrica,Stellenbosch,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Cabernet Sauvignon, Merlot",14,0,"0,2",0,No especificado,Gold
Asia Wine Trophy 2013,Riva Leone Barbera DOC,2011,Mack & Schühle International,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Barbera,"13,5",0,"4,6",0,No especificado,Gold
Asia Wine Trophy 2013,Spätburgunder Spätlese trocken,2012,Weingut Ökonomierat Herber,Alemania,Mosel,Vino tranquilo,Seco,tanque de acero,tinto,Pinot Noir,"12,5","4,9","2,2",88,10,Gold
Asia Wine Trophy 2013,Grande Sélection,2012,Vins fin du Perigord,Francia,South West France,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","13,2","3,6","0,5",103,"3,49",Gold
Asia Wine Trophy 2013,Domaine Lalande Merlot,2011,Domaine Montariol Degroote,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,67","0,55","5,1",118,"3,99",Silver
Asia Wine Trophy 2013,Bohem Bio Vino de le Tierra da Castilla,2012,Vino Delicato GmbH,España,Kastillien,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"13,3",0,"1,5","5,1","2,99",Silver
Asia Wine Trophy 2013,Clos Lagoru,2012,Ego Bodegas,España,Murcia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Petit Verdot, Monastrell, Syrah","14,5","4,35","4,5",95,"8,5",Silver
Asia Wine Trophy 2013,Maison du Sud,2012,ADVINI - Jeanjean,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,7","3,4",3,100,4,Silver
Asia Wine Trophy 2013,Valpolicella Ripasso DOC Classico Superiore,2012,Azienda Vinicola Fratelli Fabiano SPA,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Molinara, Negrara, Corvina, Rondinella","14,3","5,45","3,5",101,"9,7",Gold
Asia Wine Trophy 2013,Ercavio Ojo Anima Coleccion Privada,2010,Silkes Weinkeller,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Tempranillo",14,"5,5",1,95,"12,9",Silver
Asia Wine Trophy 2013,Ercavio Ex Libris,2010,Silkes Weinkeller,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Syrah, Garnacha","14,5","5,5","1,1",95,"9,9",Gold
Asia Wine Trophy 2013,Anselmann Syrah trocken,2009,Gebrüder Anselmann,Alemania,Pfalz,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,"13,8","5,8","6,2",181,14,Gold
Asia Wine Trophy 2013,Polihni Red,2010,WINERY MONSIEUR NICOLAS by G. KARAMITROS,Grecia,Messenikolas,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"13,7","5,2","1,8",0,10,Gold
Asia Wine Trophy 2013,Contemporal tinto,2009,Weingalerie - Weine aus Portugal,Portugal,Bairrada,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Baga, Touriga Nacional, Tinta Roriz","12,5","6,2","4,9",149,"2,29",Gold
Asia Wine Trophy 2013,Uvas Dourada Reserva tinto,2010,Weingalerie - Weine aus Portugal,Portugal,Bairrada,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Baga,13,"6,45","6,9",149,"2,69",Gold
Asia Wine Trophy 2013,Uvas Douradas tinto,2011,Weingalerie - Weine aus Portugal,Portugal,Bairrada,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Merlot, Baga, Touriga Nacional","12,6","6,2","3,9",149,"2,29",Gold
Asia Wine Trophy 2013,Synoro,2008,Cava Weinhandlung,Grecia,Peloponnes,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Agiorgitiko, Merlot, Cabernet Franc","14,5","6,15","3,5",102,27,Gold
Asia Wine Trophy 2013,Idisma Drios Syrah,2009,Cava Weinhandlung,Grecia,Makedonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"13,5","5,8","3,4",69,"13,5",Silver
Asia Wine Trophy 2013,Mavri Koudoura,2010,Cava Weinhandlung,Grecia,Zentalgriechenland mit Attika,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Mavri Koudoura,14,"5,6",2,135,18,Silver
Asia Wine Trophy 2013,Gundersheimer Bergkloster Dornfelder Trocken,2011,Winzergenossenschaft Westhofen,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Dornfelder,"12,55","4,9","4,5",142,"4,05",Silver
Asia Wine Trophy 2013,Rheinhessen Saint Laurent Trocken,2012,Winzergenossenschaft Westhofen,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Saint - Laurent,"12,54","4,7","1,6",113,"4,2",Gold
Asia Wine Trophy 2013,Rheinhessen Spätburgunder Spätlese Trocken,2011,Winzergenossenschaft Westhofen,Alemania,Rheinhessen,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"12,12","4,9","1,2",135,"5,3",Gold
Asia Wine Trophy 2013,Villa Rillago Valpolicella Ripasso DOC Classico Superiore,2010,Cantine Lenotti,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Molinara, Corvina, Rondinella","14,42","5,4","8,9",80,"12,5",Gold
Asia Wine Trophy 2013,Kilian Gerachsheimer Herrenberg Spätburgunder Auslese trocken Barrique,2011,Becksteiner Winzer eG,Alemania,Baden,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Spätburgunder,"14,6",5,"5,5",184,"13,95",Gold
Asia Wine Trophy 2013,AOC Saint Joseph Esprit de Granit,2010,Cave de Tain,Francia,Rhône,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Syrah,"13,24","3,89","1,7",77,No especificado,Gold
Asia Wine Trophy 2013,AOC Cornas Rouge Grand Classique,2009,Cave de Tain,Francia,Rhône,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,"13,5","3,87","1,8",130,No especificado,Silver
Asia Wine Trophy 2013,AOC Hermitage Gambert de Loche,2009,Cave de Tain,Francia,Rhône,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Syrah,"13,8","3,97","3,97",60,No especificado,Gold
Asia Wine Trophy 2013,Viña Pomal Reserva,2008,"Codorniu,S.A.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,14,"5,5","1,2",0,12,Gold
Asia Wine Trophy 2013,Viña Pomal Crianza,2010,"Codorniu,S.A.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,5","5,2","1,4",0,7,Gold
Asia Wine Trophy 2013,Viña Zaco de Viticultura Ecológica,2010,"Codorniu,S.A.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Otros varietales,14,"5,3","1,4",0,"8,5",Gold
Asia Wine Trophy 2013,San Millan Crianza,2010,"Codorniu,S.A.",España,La Rioja,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Tempranillo,"13,5","5,3","1,3",0,No especificado,Gold
Asia Wine Trophy 2013,Nuviana Tempranillo/Cabernet Sauvignon,2011,"Codorniu,S.A.",España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","13,5","5,87","2,81",0,No especificado,Gold
Asia Wine Trophy 2013,Rioja Reserva DOC,2009,Schenk,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Garnacha","13,3","5,3","1,8",0,No especificado,Gold
Asia Wine Trophy 2013,Lettere Montepulciano d'Abruzzo DOC,2012,Schenk,Italia,Abruzzo,Vino tranquilo,Seco,tanque de acero,tinto,Montepulciano,13,"5,4",9,100,5,Gold
Asia Wine Trophy 2013,Cueva del Pecado,2008,Schenk,España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Cabernet Sauvignon",14,"5,8","1,3",0,18,Gold
Asia Wine Trophy 2013,Feudo Arancio Syrah,2011,Nosio SPA,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,"13,45","4,9","5,5",65,6,Gold
Asia Wine Trophy 2013,"""Colli Tortonesi Doc Barbera Ballerina""""""""""",2010,Cantine Volpi,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Barbera,"13,7","5,5","3,15",104,"8,5",Gold
Asia Wine Trophy 2013,"""Baden Spätburgunder Rotwein QbA trocken Im Eichenfass gereift""""""""""",2011,Badischer Winzerkeller,Alemania,Baden,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Spätburgunder,13,"5,4","3,9",118,"6,55",Gold
Asia Wine Trophy 2013,Merdinger Bühl Spätburgunder Rotwein Spätlese trocken,2011,Badischer Winzerkeller,Alemania,Baden,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"12,5","5,2","5,5",113,"8,4",Gold
Asia Wine Trophy 2013,Villa Alberti Nero d'Avola Merlot DOC Sicilia,2012,Cantine Sgarzi Luigi,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Nero d´Avola, Merlot",13,"5,5","5,9",125,"2,99",Gold
Asia Wine Trophy 2013,Muskattrollinger,2012,Weingut Golter,Alemania,Württemberg,Vino tranquilo,Semi seco,tanque de acero,tinto,"Muskat-Trollinger, Trollinger","11,19","3,8","14,6",90,"7,2",Gold
Asia Wine Trophy 2013,Gran Crucero Limited Edition,2010,Viña Siegel,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Cabernet Sauvignon, Carmenère","14,3","5,83","2,31","0,07",23,Gold
Asia Wine Trophy 2013,Crucero Reserva Syrah,2011,Viña Siegel,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Syrah,"14,3","4,86","2,87","0,05","9,99",Silver
Asia Wine Trophy 2013,Dunviro Viñas Viejas,2010,Bodegas Dunviro,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tempranillo, Graciano","13,6","5,4","2,3",60,7,Gold
Asia Wine Trophy 2013,Syrah,2011,Aslanis Wine,Grecia,Makedonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"14,5","7,1","1,8",100,"15,5",Gold
Asia Wine Trophy 2013,Cabernet Sauvignon,2012,Societa Agricola Montaia S.S.,Italia,Emilia-Romagna,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,13,"5,05","2,8",0,No especificado,Silver
Asia Wine Trophy 2013,Cabernet Sauvignon,2009,Vylyan Winery,Hungría,Villány(-i),Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"14,43",5,"0,8",92,"8,1",Gold
Asia Wine Trophy 2013,Miopasso Nero d´Avola Terre Siciliane IGP,2012,The Wine People,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,Nero d´Avola,"13,5","6,25","9,4",89,"4,99",Silver
Asia Wine Trophy 2013,Negroamaro IGT Salento,2012,Provinco Italia SPA,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Negroamaro,"13,44","5,5",10,115,"4,99",Gold
Asia Wine Trophy 2013,Esslinger Schenkenberg Merlot trocken im Eichenfass gereift,2011,Weingärtner Esslingen,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Merlot,"14,2",5,"2,8",104,12,Gold
Asia Wine Trophy 2013,Les Armoiries de Belcier,2005,SCA Chateau de Belcier,Francia,Bordeaux,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Malbec, Merlot, Cabernet Franc","13,5","3,2",2,0,No especificado,Silver
Asia Wine Trophy 2013,Chateau de Monrecueil,2012,SCA Chateau de Belcier,Francia,Bordeaux,Vino tranquilo,Seco,tanque de acero,tinto,Merlot,"13,5","3,18",2,0,No especificado,Gold
Asia Wine Trophy 2013,Neusiedlersee Dac - Zweigelt,2012,Weingut Keringer,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Zweigelt,"13,6","4,7","2,9",74,"6,5",Gold
Asia Wine Trophy 2013,St. Laurent Commander,2010,Weingut Keringer,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,St. Laurent,"13,8","4,6","2,6",137,"9,9",Silver
Asia Wine Trophy 2013,Grande Cuvée,2010,Weingut Keringer,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Zweigelt, Ráthay","13,9","4,3","2,5",74,"12,5",Silver
Asia Wine Trophy 2013,Natural Greece,2010,Germani Agrikol,Grecia,Thessaloniki,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"13,5","5,5",2,0,9,Gold
Asia Wine Trophy 2013,Dehesa de Luna,2010,"Agropecuaria Vallefrío Nueva, S.L.U.",España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Tempranillo, Syrah","14,5","4,9","1,5",101,8,Silver
Asia Wine Trophy 2013,Dehesa de Luna Tempranillo,2011,"Agropecuaria Vallefrío Nueva, S.L.U.",España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"14,5","4,7","1,8",66,10,Gold
Asia Wine Trophy 2013,Studier ZENSUS LIGNUM,2011,Bottle Shock,Alemania,Pfalz,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, no especificado",13,"5,5","7,5",80,"17,9",Gold
Asia Wine Trophy 2013,"Señorio de Olartia, reserva",2007,Bodegas Olartia,España,La Rioja,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"13,81","5,6","2,2",76,19,Silver
Asia Wine Trophy 2013,Pago de la Jaraba Azagador Crianza DO,2009,Weinkontor Freund,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Tempranillo, Merlot","13,5","4,9",0,80,"7,9",Silver
Asia Wine Trophy 2013,Enate Tapas DO,2012,Weinkontor Freund,España,Aragonien,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Tempranillo, Cabernet Sauvignon","13,5","3,6",2,45,"7,9",Gold
Asia Wine Trophy 2013,Corte dei Mori Terre Siciliane Nero d'Avola IGT,2012,Weinkontor Freund,Italia,Sizilien,Vino tranquilo,Semi seco,tanque de acero,tinto,Nero d´Avola,"13,12","5,5","8,1",112,"7,6",Gold
Asia Wine Trophy 2013,Poggio delle Faine Rosso IGT,2008,Weinkontor Freund,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Sangiovese, Cabernet Sauvignon","13,55","5,4","6,6",100,"10,9",Gold
Asia Wine Trophy 2013,Hacienda Villarta Tozara VdT,2011,Weinkontor Freund,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,5","5,32",0,58,"4,9",Silver
Asia Wine Trophy 2013,Composition XL,sin añada,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Dorsa, Cabernet Cubin, Acolon, Merlot",13,"4,9",1,123,"9,98",Gold
Asia Wine Trophy 2013,Schwarzer Rappe Lemberger,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Lemberger,13,5,"4,8",110,"5,5",Gold
Asia Wine Trophy 2013,Samtrot Spätlese,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,semi dulce,tanque de acero,tinto,Samtrot,"11,5","4,2","23,9",100,"6,99",Gold
Asia Wine Trophy 2013,Besigheimer Felsengarten Trollinger Kabinett,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,semi dulce,tanque de acero,tinto,Trollinger,"10,5",4,15,120,"4,99",Silver
Asia Wine Trophy 2013,Lemberger Fasszination,2010,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Lemberger,"13,5","4,9","1,5",100,"14,99",Gold
Asia Wine Trophy 2013,Schwarzer Rappe Cabernet Dorsa,2010,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Cabernet Dorsa,13,"4,5","3,6",110,9,Gold
Asia Wine Trophy 2013,Spätburgunder Fels,2011,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Spätburgunder,14,"4,5","3,9",115,"7,98",Gold
Asia Wine Trophy 2013,Spätburgunder Terra`S,2012,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,Spätburgunder,"13,5","4,5","3,6",100,"4,99",Gold
Asia Wine Trophy 2013,Trollinger mit Lemberger Terra`S,2011,Felsenkeller Besigheim GmbH,Alemania,Württemberg,Vino tranquilo,Seco,tanque de acero,tinto,"Trollinger, Lemberger","12,5","4,3",3,125,"4,99",Silver
